,text,sentiment
2808,máy chạy ổn nhanh nóng nhưng không đáng_kể thiết_kế đẹp camera notneg  pin tạm ổn ngon trong tầm giá positive positive positive positive,positive
2809,sản_phẩm này với thiết_kế bên ngoài nhìn dẹp pin xài cũng lâu hết negative,positive
2810,thích thiết_kế của máy nhỏ ngọn mua được hơn 1 tháng cả tháng chơi game liên_quân chỉnh max cấu_hình notneg  và cấm sạc lúc đó thì mới lag còn khi pin cao muốn vừa cấm sạc dự_phòng vừa chơi thì bao mượt chơi game khoảng hơn 3 tiếng với cấu_hình max nhưng tiếc vừa được 1 tháng 2 ngày đã đi bảo_hành chân sạc positive positive positive,positive
2811,mình đã đổi không e9 mới dùng 6 tháng để lên s10 và nó không làm mình thất_vọng s10 thực_sự rất đẹp positive,positive
2812,man hinh vô_cùng đęp chųp hình rât nét mõng nhę vua tay dùng khá tőt nhung pin chung bình dùng lâu sao điên thoai nóng qúa negative,positive
2813,siêu phẩm không làm mình thất_vọng pin trây sạc pin nhanh pin trây camera cực ảo không cần dùng thêm ap nhân_viên tư_vấn nhiệt_tình,positive
2814,sau khi dùng một thời_gian ngắn có nhận_xét như sau pin này khi dùng lướt web thì ở 100 xuống 20 rất nhanh nhưng khi xuống dưới 20 rồi dùng cũng tạm ổn dùng từ 4 5 tiếng nếu dùng đến 2 khi pin thấp máy hay pin đơ khi xem phim thì loding notneg   mình không chơi game nên cũng không biết về game nên không nhận_xét với màn_hình rộng thì có_thể xem phim thoải_mái với giá 2tr290k thì thế này đã là quá ổn negative positive negative positive,positive
2815,mình mua cũ cảm_nhận 8100 4g như sau ưu_điểm sóng 4g mạnh nếu không có kết_nối truyền dữ_liệu thì sóng 4g có_thể về 1 gạch nhưng vào mạng là sóng lại lên 4 5 gạch phát wifi tốt sạc đầy phát liên_tục tầm 5 tiếng pin ổn để hơn 20 tiếng chế_độ chờ chỉ mất vài pin loa to cầm_chắc_tay đúng chất n ok a huyền_thoại nhược_điểm máy hoạt_động theo thao_tác khá chậm lúc_nào cũng như thiếu ram mặc_dù chỉ dùng nghe gọi và phát wifi phím nhỏ khó bấm nắp trượt bàn_phím che_chắn phím tốt nhưng khi trượt ra thì làm cho điện_thoại dài thêm nắp trược này dễ bị gãy nếu va_chạm nên phải cẩn_thận như đang cầm s10 hay xs thời của smartphone nên không đòi_hỏi nhiều ở camera như thời xưa nói_chung dùng để nghe gọi và phát wifi thì ok positive positive positive positive positive negative negative negative positive negative negative positive,positive
2816,giá rẻ vỏ dễ bám bụi quá xài mà bám vào cầm lên dơ cả tay mà máy pin trâu thật để cả tuần mà còn chưa hết negative,positive
2817,quá tuyệt chụp ảnh nét rất đẹp pin trâu_bò sắc lại nhanh chơi liên_quân tốt ít giật lấy giá tiền rất tuyệt_vời luon ủng_hộ itel positive positive positive positive,positive
2818,t xài được 2 năm rưỡi rất bền có đều notneg  nhưng vẫn ngon như ryn so tốt mong samsung ra dòng đt tương_tự như v giá ổn_định xài bền mức trung trung là ok r positive positive positive positive,positive
2819,sản_phẩm dùng rất tuyệt_vời máy mượt mà loa lớn màn_hình hiển_thị rất đẹp lại thêm kháng nước kháng bụi samsung pay dùng rất thích positive positive,positive
2820,tôi đánh_giá cao những trải nghiệm mà sản_phẩm đem lại trong tầm giá xài những ap bình_thường như mạng xã_hội nhắn_tin đọc báo xem youtube đều khá mượt mua để xài thay_thế điện_thoại chính nhưng khá bất_ngờ với sản_phẩm tôi khá vừa_lòng với mobel nova 3p,positive
2821,sau hơn 6 tháng sử_dụng vẫn ok bền rẻ tốt bữa bị màn_hình đen xì đưa lên bh rồi cầm lại máy rất ok như mới mua positive positive negative positive,positive
2822,điện_thoại tốt giá rẻ nhân_viên hoà đông vui_vẻ nhiệt quyết còn có quà tặng hết_sức là thoải_mái positive,positive
2823,mát tốt trong tầm giá 3gb ram dư sức xử_lý các game và tác vụ nặng đa_nhiệm tốt camera tốt trước tha_hồ tự sướng bin xài ok khi dùng 3g hay wifi positive negative positive positive positive,positive
2824,máy pin dùng lâu sâng màn_hình cao loa đàm_thoại haowc gì nhạc chuông khá bé phím số to dễ sử_dụng negative,positive
2825,mình mới mua cảm thấy thích gì 4 nhân_viên từ vẫn nhiệt_tình hợp với túi tiề positive,positive
2826,máy tốt máy pin tốt lắm sạc notneg  nghe nhạc cũng được camera trước đẹp cam sau notpos  lắm cam sau tệ hơn cam trước wifi tốt nghe gọi âm lớn màn_hình chưa sáng bằng opo máy nhỏ gọn phù_hợp với bạn gái màu vàng đồng nhìn đẹp nv tgdđ phục_vụ nhiệt_tình positive positive positive positive negative positive positive positive,positive
2827,mình vừa mua máy hôm_nay nhìn_chung thì thấy thiết_kế máy rất đẹp chưa dùng máy lâu nên notpos đánh_giá  pin nhưng theo thông_số thì có_lẽ cũng lâu hiệu_năng thì quá thực_sự ổn_định không giật lag camera chụp sắc nét cực đẹp luôn vì mua hàng nhiều nên được khuyến_mãi khách_hàng thân_thiết rất hài_lòng về cách phục_vụ của cửa_hàng positive negative negative positive positive positive,positive
2828,trong tầm giá thì đây là máy duy_nhất sử_dụng tấm nền ips ưu_điểm là góc nhìn rộng hình_ảnh đẹp mở camera lên thấy đẹp hơn rõ_ràng so với các máy khác và tốt cho mắt mắt mình rất yếu notpos nhìn  màn tft tn loại rẻ positive positive positive negative,positive
2829,thiết_kế của máy cũng tương_đối đẹp nhưng máy có nhiều nhược_điểm không có đèn báo cuộc_gọi nhỡ tin nhắn chỉ có nháy đèn flash của camera khi đổ chuông ram 8mb không đủ chạy mượt ứng_dụng notpos thay  hình nền menu may là hình mặc_định dễ nhìn chỉ thay được nền màn_hình khóa tắt mở nguồn không có tùy_chọn sim gọi nhắn_tin mặc_định positive positive positive,positive
2830,mình dùng máy thì xài pin rất trâu dùng tầm 2 ngày nghe gọi lướt web chơi chơi thôi còn về máy thì dùng để lướt thôi chứ chẳng làm gì được nhiều với máy rẻ thì chỉ nên dùng lướ zalo là chính positive,positive
2831,máy dùng tốt mọi thứ đều rất ok sạc rất nhanh tầm khoảng 1 tiếng rưỡi cấu_hình tiết_kiệm pin positive positive,positive
2832,loại điện_thoại nắp gập còn lại duy_nhất trên thị_trường phù_hợp với người lớn_tuổi tránh bị mất tiền vì không ngắt cuộc_gọi do vô_tình negative,positive
2833,pin khoẻ đèn siêu sáng loa to nhân_viên nhiệt_tình nhưng gửi tin nhắn lâu bấm kết_thúc cuộc_gọi phải mất 2 3s vào thời_gian nữa loa trong nói_chuyện ra cả loa ngoài nhìn_chung nếu mua cho người lớn_tuổi cần loa to thì rất ok còn làm mây phụ thì mất riêng_tư lắm negative positive,positive
2834,mua được một tháng mới phát_hiện vuốt hai ngón tay về hai phía để ẩn ứng_dụng còn máy nói_chung tuyệt cam đẹp pin tốt hiệu_năng tốt positive positive positive positive positive,positive
2835,máy xài mượt pin notneg  xài 1 ngày bộ_nhớ 256gb xài không bao h hết vân tay có lúc ăn lúc không ăn loa lớn nghe nhạc rất hay tgdđ 154 tô ngọc vân phục_vụ rất tốt nhất là chị dung chị thuỳ hai chị làm tôi rất hài_lòng positive,positive
2836,sản_phẩm này tốt nhưng bộ_nhớ nhỏ không chứa hết những gì muốn lưu lại và notpos tải  nhieu game positive,positive
2837,sài ok camera sắc nét pin cũng ok cấu_hình máy mạnh chơi game không nóng máy các thao_tác mượt_mà tiếc là chạm 2 lần vào phím home notpos tắt  hình_như a37 mọi thứ đều ok hết positive positive positive positive positive,positive
2838,mới mua về được vài ngày đánh_giá dùng rất là ổn_định ban_đầu bạn sẽ khó_khăn về icloud và aple id tạo rất khó tùm_lum tá lả xem trang hỏi_đáp của tgd tạo dễ hiểu positive negative,positive
2839,máy chạy ok trong tầm giá pin dùng rất lâu nha mọi người ai cần nhu_cầu cơ_bản nên mua máy này positive negative,positive
2840,dùng mượt cấu_hình ổn pin trâu mọi thứ ổn hơn iphone x cầm cũng vừa tay giá_cả vừa với chất_lượng 4 sao star star star star positive positive,positive
2841,mình mua máy được 5 ngày rồi nhìn tổng_thể máy xài rất ok với ram 64g chip snapdragon 626 lướt bao_la mình rất hài_lòng với vivo v9 nhưng thiết_kế của máy trong tầm giá 8triệu mà mặt lưng bằng nhựa thì chưa đã lắm tầm giá này phải có sạc nhanh chứ nói_chung đây là đánh_giá của mình nhưng vivo v9 rất thích_hợp cho những bạn cày game pin xài nguyên 1 ngày có khi hơn positive positive,positive
2842,mua cũng hơn 1 năm xài cũng,positive
2843,pin xài lâu ok cảm_biến vân tay mượt nhận_diện khuôn_mặt rất nhanh camera xoá phông rất đẹp màn_hình hd nhưng xem rất rõ né nói_chung mình rất hài lò positive negative positive positive,positive
2844,tốt nhưng thiếu chức_năng ẩn bàn_phím điện_thoại và màn_hình tràn viền không dài tới giọt xương positive negative,positive
2845,đt n ok a 5 thiết_kế đẹp_vẻ ngoài cao_cấp sang_trọng pin sử dùng lâu máy ổn đị positive negative positive,positive
2846,ok xài bền tuy_nhiên pin notneg  kể mà dòng ip nâng_cấp pin lên trâu tí thì tốt quá positive positive,positive
2847,máy thiết_kế cao_cấp sang_trọng chụp ảnh rất tuyệt đặc_biệt trong bóng_tối rất chuẩn pin sử_dụng lâu cấu_hình mượt_mà đến tgd thì được các bạn phục_vụ nhiêt tình thân_thiện positive positive negative positive,positive
2848,sản_phẩm thiết_kế gọn_nhẹ đẹp_mắt cầm vừa tay cảm_ứng vân tay ok lâu_lâu notneg  lag đứng máy positive,positive
2849,lần đầu_tiên tui sử_dụng chiếc đt vn mah đáp_ứng đủ các như cầu của tui pin trâu onl màn_hình gần 8 t cấu_hình tốt camera rất tốt thiết_kế kim_loại sáng trọng có nhận_diện khuôn_mặt nữa sạc khá nhanh khuyên các bạn nên mua vì mình gì h đã bán iphone 7 plus để mua con này và mình gì h chắc nova 2 i không lại con này vì mình gì h đã sử_dụng rồi i love hàng việt positive positive,positive
2850,sản_phẩm sử_dụng rất mượt hệ điều_hành dễ dùng nhân_viên phục_vụ tốt nhiệt_tình chu_đáo positive,positive
2851,5star nhé đã từng rất phân_vân nhưng mua rồi thì quá ngon so với tầm giá ưu_điểm pin trâu sạc rất nhanh màn_hình hiển_thị đẹp camera quá ok nhất là wifi mình đã sai_lầm khi dựa vào thông_số b g n mà đánh_giá thấp em nó nhưng giờ thì biết e nó chạy nhanh như b g n ac của các dòng cao_cấp cám_ơn thegioididong đã đem đến sản_phẩm này positive positive positive,positive
2852,mình mua máy này cách đây khá lâ,positive
2853,đt dùg rất tốt pin trâu chơi game mượt màn_hình to_viên tư_vấn nhiệt_tình nói chug ngon rất đáng tiền positive positive,positive
2854,may gì mà bo nhớ yêu pua độc tai liên_quan và fabok đã hết dung_lượng đã vậy còn không_lưu được cái gì vào thẻ_nhớ chứ positive positive positive,positive
2855,mình cảm_thấy dùng rất ok đối_với một sản_phẩm như vậy_mà giá chưa tới 3 triệu là đã rất rẻ đáng_lẽ_ra các bạn nên phải ủng_hộ hàng trong nước mình thay_vì các sản_phẩm công_nghệ nước_ngoài chỉ càng làm cho công_nghệ nước họ phát_triển chứ còn công_nghệ trong nước không có vốn để phát_triển cứ như vn mình có ác_cảm với sản_phẩm trong nc vậy cứ nghe sản_phẩm của vn là nói dùng notpos  bởi_vậy mới nói vn không phát_triển hơn về công_nghệ so với nc ngoài là rk positive,positive
2856,cấu_hình mạnh kiểu_dáng đẹp sản_phẩm quá tuyệt_vời trong tầm giá kiểu này opo reno sao bán được positive positive positive,positive
